"ID","Player","Team","Position","Owner","TFPts","TFP/G","Rostered %","+/- %","Date","Opponent","Score","Fantasy Points","Minutes Played","Goals","Assists (Official)","Assists (Second)","Key Passes (Assists on Shots)","Assists (Fantasy)","Shots on Target","Shots off the Post","Tackles Won","Dispossessed","Yellow Cards","Red Cards","Accurate Crosses","Accurate Crosses (No Corners)","Interceptions","Interceptions + Blocked Shots","Effective Clearances","Successful Dribbles (Contests Succeeded)","Blocked Crosses","Blocked Shots","Aerials Won","Penalty Kicks Missed","Penalty Kicks Drawn","Own Goals","Goals Against Outfielders ","Clean Sheets On Field"
"04tm0","Lucas Digne","AVL","D","FA","68.25","9.75","54%","+8.9%","Oct 5","BUR","W 2-1","27.75","90","0","0","0","5","0","1","0","2","0","1","0","7","3","1","1","5","0","0","0","2","0","0","0","1","0"
"04tm0","Lucas Digne","AVL","D","FA","68.25","9.75","54%","+8.9%","Sep 28","FUL","W 3-1","11.25","90","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0"
"04tm0","Lucas Digne","AVL","D","FA","68.25","9.75","54%","+8.9%","Sep 21","SUN","T 1-1","1","57","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"04tm0","Lucas Digne","AVL","D","FA","68.25","9.75","54%","+8.9%","Sep 13","EVE","T 0-0","9.25","90","0","0","0","0","0","0","0","1","1","1","0","1","1","0","0","3","0","1","0","1","0","0","0","0","1"
"04tm0","Lucas Digne","AVL","D","FA","68.25","9.75","54%","+8.9%","Aug 31","CRY","L 0-3","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04tm0","Lucas Digne","AVL","D","FA","68.25","9.75","54%","+8.9%","Aug 23","BRF","L 0-1","4.75","63","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0"
"04tm0","Lucas Digne","AVL","D","FA","68.25","9.75","54%","+8.9%","Aug 16","NEW","T 0-0","15.25","90","0","0","0","0","0","0","0","1","0","0","0","1","1","2","2","3","0","0","0","1","0","0","0","0","1"
"05os8","Joachim Andersen","FUL","D","FA","68.25","9.75","45%","-4.9%","Oct 3","BOU","L 1-3","11.75","90","0","0","0","0","0","0","0","1","0","0","0","0","0","1","3","11","1","0","2","2","0","0","0","3","0"
"05os8","Joachim Andersen","FUL","D","FA","68.25","9.75","45%","-4.9%","Sep 28","AVL","L 1-3","8","90","0","0","0","0","0","0","0","2","0","0","0","0","0","2","2","6","0","0","0","1","0","0","0","3","0"
"05os8","Joachim Andersen","FUL","D","FA","68.25","9.75","45%","-4.9%","Sep 20","BRF","W 3-1","7","90","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","12","0","0","0","1","0","0","0","1","0"
"05os8","Joachim Andersen","FUL","D","FA","68.25","9.75","45%","-4.9%","Sep 13","LEE","W 1-0","14","90","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","8","0","0","0","1","0","0","0","0","1"
"05os8","Joachim Andersen","FUL","D","FA","68.25","9.75","45%","-4.9%","Aug 30","CHE","L 0-2","8.75","90","0","0","0","1","0","1","0","2","0","0","0","0","0","0","0","7","0","0","0","1","0","0","0","2","0"
"05os8","Joachim Andersen","FUL","D","FA","68.25","9.75","45%","-4.9%","Aug 24","MUN","T 1-1","11.25","90","0","0","0","1","0","0","0","1","0","0","0","0","0","2","2","8","0","0","0","3","0","0","0","1","0"
"05os8","Joachim Andersen","FUL","D","FA","68.25","9.75","45%","-4.9%","Aug 16","BHA","T 1-1","8.5","90","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","4","1","0","0","2","0","0","0","1","0"
"068yc","Yasin Ayari","BHA","M","FA","68.25","9.75","36%","+8.8%","Oct 5","WOL","T 1-1","9.25","90","0","0","0","1","0","0","0","2","1","0","0","2","0","1","1","1","1","0","0","0","0","0","0","1","0"
"068yc","Yasin Ayari","BHA","M","FA","68.25","9.75","36%","+8.8%","Sep 27","CHE","W 3-1","13.5","90","0","0","1","1","0","0","0","1","1","0","0","2","2","1","1","2","0","1","0","0","0","0","0","1","0"
"068yc","Yasin Ayari","BHA","M","FA","68.25","9.75","36%","+8.8%","Sep 20","TOT","T 2-2","19.75","90","1","0","0","1","0","2","0","1","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","2","0"
"068yc","Yasin Ayari","BHA","M","FA","68.25","9.75","36%","+8.8%","Sep 13","BOU","L 1-2","8.5","86","0","0","0","0","0","0","0","4","0","0","0","0","0","1","1","2","1","0","0","0","0","0","0","2","0"
"068yc","Yasin Ayari","BHA","M","FA","68.25","9.75","36%","+8.8%","Aug 31","MCI","W 2-1","7","28","0","0","0","2","0","0","0","0","2","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"068yc","Yasin Ayari","BHA","M","FA","68.25","9.75","36%","+8.8%","Aug 24","EVE","L 0-2","5","66","0","0","0","0","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2","0"
"068yc","Yasin Ayari","BHA","M","FA","68.25","9.75","36%","+8.8%","Aug 16","FUL","T 1-1","5.25","90","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","1","0","0","0","0","0","0","0","1","0"
"04tsb","Viktor Gyokeres","ARS","F","Hopeless","68","9.71","97%","0%","Oct 4","WHU","W 2-0","4.5","90","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","1"
"04tsb","Viktor Gyokeres","ARS","F","Hopeless","68","9.71","97%","0%","Sep 28","NEW","W 2-1","8.5","90","0","0","0","2","0","1","0","1","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0"
"04tsb","Viktor Gyokeres","ARS","F","Hopeless","68","9.71","97%","0%","Sep 21","MCI","T 1-1","0.5","90","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0"
"04tsb","Viktor Gyokeres","ARS","F","Hopeless","68","9.71","97%","0%","Sep 13","NOT","W 3-0","19.5","67","1","0","0","1","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","1"
"04tsb","Viktor Gyokeres","ARS","F","Hopeless","68","9.71","97%","0%","Aug 31","LIV","L 0-1","3.5","90","0","0","0","2","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0"
"04tsb","Viktor Gyokeres","ARS","F","Hopeless","68","9.71","97%","0%","Aug 23","LEE","W 5-0","29","90","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","1","0","0","4","0","0","0","0","1"
"04tsb","Viktor Gyokeres","ARS","F","Hopeless","68","9.71","97%","0%","Aug 17","MUN","W 1-0","2.5","59","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0"
"05gcc","Kiernan Dewsbury-Hall","EVE","M","FA","67.25","11.21","81%","-4%","Sep 29","WHU","T 1-1","3.75","90","0","0","0","1","0","0","0","0","1","1","0","0","0","1","1","3","1","0","0","1","0","0","0","1","0"
"05gcc","Kiernan Dewsbury-Hall","EVE","M","FA","67.25","11.21","81%","-4%","Sep 20","LIV","L 1-2","5.5","90","0","0","0","2","0","0","0","0","5","1","0","1","0","1","1","0","1","0","0","3","0","0","0","2","0"
"05gcc","Kiernan Dewsbury-Hall","EVE","M","FA","67.25","11.21","81%","-4%","Sep 13","AVL","T 0-0","9","90","0","0","0","2","0","0","0","1","1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","1"
"05gcc","Kiernan Dewsbury-Hall","EVE","M","FA","67.25","11.21","81%","-4%","Aug 30","WOL","W 3-2","25.5","90","1","1","0","3","0","1","0","0","1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","2","0"
"05gcc","Kiernan Dewsbury-Hall","EVE","M","FA","67.25","11.21","81%","-4%","Aug 24","BHA","W 2-0","13","90","0","0","0","4","0","0","0","0","0","1","0","2","1","1","1","0","1","0","0","1","0","0","0","0","1"
"05gcc","Kiernan Dewsbury-Hall","EVE","M","FA","67.25","11.21","81%","-4%","Aug 18","LEE","L 0-1","10.5","90","0","0","0","1","0","0","0","2","1","0","0","3","2","0","0","2","1","0","0","0","0","0","0","1","0"
"04y92","Bukayo Saka","ARS","M,F","Ellis","66.5","13.3","100%","0%","Oct 4","WHU","W 2-0","20.5","90","1","0","0","2","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1"
"04y92","Bukayo Saka","ARS","M,F","Ellis","66.5","13.3","100%","0%","Sep 28","NEW","W 2-1","6","69","0","0","0","0","0","1","0","0","1","0","0","2","0","0","0","0","3","0","0","0","0","0","0","1","0"
"04y92","Bukayo Saka","ARS","M,F","Ellis","66.5","13.3","100%","0%","Sep 21","MCI","T 1-1","10","45","0","0","0","2","0","0","0","0","0","0","0","2","1","0","0","0","3","0","0","0","0","0","0","0","0"
"04y92","Bukayo Saka","ARS","M,F","Ellis","66.5","13.3","100%","0%","Aug 23","LEE","W 5-0","20","52","1","0","0","2","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"04y92","Bukayo Saka","ARS","M,F","Ellis","66.5","13.3","100%","0%","Aug 17","MUN","W 1-0","10","90","0","0","0","1","0","0","0","2","2","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","1"
"063q8","Mikkel Damsgaard","BRF","M","Hopeless","66.25","13.25","96%","-0.6%","Oct 5","MCI","L 0-1","9.75","67","0","0","0","0","0","0","0","2","0","0","0","0","0","2","3","1","1","0","1","0","0","0","0","1","0"
"063q8","Mikkel Damsgaard","BRF","M","Hopeless","66.25","13.25","96%","-0.6%","Sep 27","MUN","W 3-1","10","80","0","0","0","0","0","0","0","1","2","0","0","4","3","1","1","0","0","0","0","1","0","0","0","1","0"
"063q8","Mikkel Damsgaard","BRF","M","Hopeless","66.25","13.25","96%","-0.6%","Sep 20","FUL","L 1-3","13","86","1","0","0","0","0","1","0","1","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","3","0"
"063q8","Mikkel Damsgaard","BRF","M","Hopeless","66.25","13.25","96%","-0.6%","Aug 30","SUN","L 1-2","9.75","90","0","0","0","2","0","0","0","0","1","0","0","4","2","0","0","1","1","0","0","0","0","0","0","2","0"
"063q8","Mikkel Damsgaard","BRF","M","Hopeless","66.25","13.25","96%","-0.6%","Aug 23","AVL","W 1-0","23.75","90","0","0","0","3","0","0","0","2","2","0","0","3","2","2","3","2","2","1","1","0","0","0","0","0","1"
"05r8o","Jean-Philippe Mateta","CRY","F","ZDM","66","9.43","100%","+0.3%","Oct 5","EVE","L 1-2","6.5","69","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","2","0","0","0","3","0","0","0","0","1"
"05r8o","Jean-Philippe Mateta","CRY","F","ZDM","66","9.43","100%","+0.3%","Sep 27","LIV","W 2-1","15.5","90","0","0","0","1","0","2","1","0","0","0","0","1","1","0","1","0","1","0","1","3","0","0","0","1","0"
"05r8o","Jean-Philippe Mateta","CRY","F","ZDM","66","9.43","100%","+0.3%","Sep 20","WHU","W 2-1","14","90","1","0","0","0","0","1","0","0","3","0","0","0","0","0","0","3","0","0","0","4","0","0","0","1","0"
"05r8o","Jean-Philippe Mateta","CRY","F","ZDM","66","9.43","100%","+0.3%","Sep 13","SUN","T 0-0","8","90","0","0","0","0","0","2","0","0","2","0","0","0","0","2","2","3","0","0","0","1","0","0","0","0","1"
"05r8o","Jean-Philippe Mateta","CRY","F","ZDM","66","9.43","100%","+0.3%","Aug 31","AVL","W 3-0","10.5","84","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","1"
"05r8o","Jean-Philippe Mateta","CRY","F","ZDM","66","9.43","100%","+0.3%","Aug 24","NOT","T 1-1","4","87","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0"
"05r8o","Jean-Philippe Mateta","CRY","F","ZDM","66","9.43","100%","+0.3%","Aug 17","CHE","T 0-0","7.5","90","0","0","0","0","0","2","0","1","2","1","0","0","0","1","1","4","0","0","0","3","0","0","0","0","1"
"051k0","John McGinn","AVL","M","FA","66","9.43","47%","+8.1%","Oct 5","BUR","W 2-1","3.5","66","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"051k0","John McGinn","AVL","M","FA","66","9.43","47%","+8.1%","Sep 28","FUL","W 3-1","20.5","71","1","0","0","1","0","1","0","1","1","1","0","1","0","3","3","0","0","0","0","1","0","0","0","1","0"
"051k0","John McGinn","AVL","M","FA","66","9.43","47%","+8.1%","Sep 21","SUN","T 1-1","5.25","90","0","0","0","0","0","0","0","0","1","0","0","3","3","0","0","1","0","0","0","1","0","0","0","1","0"
"051k0","John McGinn","AVL","M","FA","66","9.43","47%","+8.1%","Sep 13","EVE","T 0-0","9.5","90","0","0","0","1","0","0","0","0","1","0","0","0","0","2","3","0","0","0","1","0","0","0","0","0","1"
"051k0","John McGinn","AVL","M","FA","66","9.43","47%","+8.1%","Aug 31","CRY","L 0-3","5.75","73","0","0","0","1","0","0","0","2","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","2","0"
"051k0","John McGinn","AVL","M","FA","66","9.43","47%","+8.1%","Aug 23","BRF","L 0-1","13","73","0","0","0","2","0","1","0","0","3","0","0","2","2","1","2","0","1","0","1","2","0","0","0","1","0"
"051k0","John McGinn","AVL","M","FA","66","9.43","47%","+8.1%","Aug 16","NEW","T 0-0","8.5","83","0","0","0","1","0","0","0","0","1","0","0","2","2","0","0","0","1","0","0","0","0","0","0","0","1"
"06f8y","Alex Scott","BOU","M","FA","66","9.43","21%","-2.8%","Oct 3","FUL","W 3-1","11.25","90","0","0","0","0","0","0","0","1","0","0","0","0","0","4","4","1","0","0","0","2","0","0","0","1","0"
"06f8y","Alex Scott","BOU","M","FA","66","9.43","21%","-2.8%","Sep 27","LEE","T 2-2","6","29","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","2","0","0","0","0","0"
"06f8y","Alex Scott","BOU","M","FA","66","9.43","21%","-2.8%","Sep 21","NEW","T 0-0","7","62","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","2","1","0","0","0","0","0","0","0","1"
"06f8y","Alex Scott","BOU","M","FA","66","9.43","21%","-2.8%","Sep 13","BHA","W 2-1","19.25","66","1","0","0","1","0","1","0","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"06f8y","Alex Scott","BOU","M","FA","66","9.43","21%","-2.8%","Aug 30","TOT","W 1-0","11.5","62","0","0","0","2","0","0","0","1","1","0","0","2","1","0","0","2","0","0","0","1","0","0","0","0","1"
"06f8y","Alex Scott","BOU","M","FA","66","9.43","21%","-2.8%","Aug 23","WOL","W 1-0","6.5","65","0","0","0","1","0","0","0","2","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","1"
"06f8y","Alex Scott","BOU","M","FA","66","9.43","21%","-2.8%","Aug 15","LIV","L 2-4","4.5","73","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","2","0","0","2","0","0","0","2","0"
"03rec","Tyrone Mings","AVL","D","FA","65.75","10.96","48%","-19.2%","Sep 28","FUL","W 3-1","-0.25","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"03rec","Tyrone Mings","AVL","D","FA","65.75","10.96","48%","-19.2%","Sep 21","SUN","T 1-1","13.5","90","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","7","0","0","0","1","0"
"03rec","Tyrone Mings","AVL","D","FA","65.75","10.96","48%","-19.2%","Sep 13","EVE","T 0-0","24","90","0","0","0","0","0","0","0","1","1","0","0","0","0","0","4","8","0","0","4","7","0","0","0","0","1"
"03rec","Tyrone Mings","AVL","D","FA","65.75","10.96","48%","-19.2%","Aug 31","CRY","L 0-3","2","90","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","0","0","0","0","0","0","3","0"
"03rec","Tyrone Mings","AVL","D","FA","65.75","10.96","48%","-19.2%","Aug 23","BRF","L 0-1","14.75","90","0","0","0","1","0","0","0","0","0","0","0","0","0","2","2","3","1","0","0","8","0","0","0","1","0"
"03rec","Tyrone Mings","AVL","D","FA","65.75","10.96","48%","-19.2%","Aug 16","NEW","T 0-0","11.75","90","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","0","0","1","1","0","0","0","0","1"
"06jgs","Adam Wharton","CRY","M","Skyler","65.5","10.92","62%","+15.9%","Oct 5","EVE","L 1-2","10.25","90","0","0","0","1","0","0","0","2","0","1","0","2","0","3","3","1","0","0","0","0","0","0","0","2","0"
"06jgs","Adam Wharton","CRY","M","Skyler","65.5","10.92","62%","+15.9%","Sep 27","LIV","W 2-1","15.75","61","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","1","3","0","0","1","0","0","0","0","1"
"06jgs","Adam Wharton","CRY","M","Skyler","65.5","10.92","62%","+15.9%","Sep 20","WHU","W 2-1","20.25","74","0","0","0","3","1","0","0","1","0","0","0","3","1","1","1","1","0","0","0","0","0","0","0","1","0"
"06jgs","Adam Wharton","CRY","M","Skyler","65.5","10.92","62%","+15.9%","Aug 31","AVL","W 3-0","1.5","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"06jgs","Adam Wharton","CRY","M","Skyler","65.5","10.92","62%","+15.9%","Aug 24","NOT","T 1-1","7","81","0","0","0","1","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","1","0"
"06jgs","Adam Wharton","CRY","M","Skyler","65.5","10.92","62%","+15.9%","Aug 17","CHE","T 0-0","10.75","90","0","0","0","2","0","0","0","0","1","0","0","0","0","0","1","1","2","0","1","1","0","0","0","0","1"
"038ze","Alex Iwobi","FUL","M","Skyler","65.25","9.32","98%","-0.8%","Oct 3","BOU","L 1-3","9.5","85","0","0","0","3","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","2","0"
"038ze","Alex Iwobi","FUL","M","Skyler","65.25","9.32","98%","-0.8%","Sep 28","AVL","L 1-3","0.5","64","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","3","0"
"038ze","Alex Iwobi","FUL","M","Skyler","65.25","9.32","98%","-0.8%","Sep 20","BRF","W 3-1","28","79","1","1","0","2","0","1","0","0","1","0","0","2","2","0","0","0","2","0","0","0","0","0","0","1","0"
"038ze","Alex Iwobi","FUL","M","Skyler","65.25","9.32","98%","-0.8%","Sep 13","LEE","W 1-0","4.5","75","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"038ze","Alex Iwobi","FUL","M","Skyler","65.25","9.32","98%","-0.8%","Aug 30","CHE","L 0-2","0","83","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","2","0"
"038ze","Alex Iwobi","FUL","M","Skyler","65.25","9.32","98%","-0.8%","Aug 24","MUN","T 1-1","12.75","90","0","1","0","1","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0"
"038ze","Alex Iwobi","FUL","M","Skyler","65.25","9.32","98%","-0.8%","Aug 16","BHA","T 1-1","10","65","0","0","0","3","0","0","0","0","1","0","0","2","2","0","0","0","1","0","0","0","0","0","0","1","0"
"05ylj","Bruno Guimaraes","NEW","M","Ellis","65.25","10.88","92%","-0.9%","Oct 5","NOT","W 2-0","31","90","1","0","0","1","1","1","0","3","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1"
"05ylj","Bruno Guimaraes","NEW","M","Ellis","65.25","10.88","92%","-0.9%","Sep 28","ARS","L 1-2","6.75","90","0","0","0","2","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","3","0","0","0","2","0"
"05ylj","Bruno Guimaraes","NEW","M","Ellis","65.25","10.88","92%","-0.9%","Sep 13","WOL","W 1-0","5.5","90","0","0","0","2","0","0","0","0","3","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1"
"05ylj","Bruno Guimaraes","NEW","M","Ellis","65.25","10.88","92%","-0.9%","Aug 30","LEE","T 0-0","2.5","90","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"05ylj","Bruno Guimaraes","NEW","M","Ellis","65.25","10.88","92%","-0.9%","Aug 25","LIV","L 2-3","11.5","90","1","0","0","0","0","1","0","2","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0"
"05ylj","Bruno Guimaraes","NEW","M","Ellis","65.25","10.88","92%","-0.9%","Aug 16","AVL","T 0-0","8","90","0","0","0","1","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1"
"04tig","Fabian Schar","NEW","D","Skyler","65","16.25","91%","+4.2%","Sep 13","WOL","W 1-0","19.5","90","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2","9","0","0","1","6","0","0","0","0","1"
"04tig","Fabian Schar","NEW","D","Skyler","65","16.25","91%","+4.2%","Aug 30","LEE","T 0-0","16.5","90","0","0","0","1","0","0","0","0","0","0","0","0","0","1","3","2","0","0","2","2","0","0","0","0","1"
"04tig","Fabian Schar","NEW","D","Skyler","65","16.25","91%","+4.2%","Aug 25","LIV","L 2-3","7","80","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","4","0","0","1","2","0","0","0","2","0"
"04tig","Fabian Schar","NEW","D","Skyler","65","16.25","91%","+4.2%","Aug 16","AVL","T 0-0","23","90","0","0","0","0","0","0","0","1","0","0","0","0","0","4","4","6","0","0","0","6","0","0","0","0","1"
"05748","Ismaila Sarr","CRY","M,F","Souf","64.75","12.95","99%","+1.6%","Oct 5","EVE","L 1-2","18","88","0","1","0","3","0","1","0","1","1","0","0","0","0","0","0","2","1","0","0","1","0","0","0","1","0"
"05748","Ismaila Sarr","CRY","M,F","Souf","64.75","12.95","99%","+1.6%","Sep 27","LIV","W 2-1","16","74","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"05748","Ismaila Sarr","CRY","M,F","Souf","64.75","12.95","99%","+1.6%","Aug 31","AVL","W 3-0","16","90","1","0","0","0","0","1","0","0","3","1","0","0","0","1","1","2","1","0","0","2","0","0","0","0","1"
"05748","Ismaila Sarr","CRY","M,F","Souf","64.75","12.95","99%","+1.6%","Aug 24","NOT","T 1-1","10","90","1","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"05748","Ismaila Sarr","CRY","M,F","Souf","64.75","12.95","99%","+1.6%","Aug 17","CHE","T 0-0","4.75","90","0","0","0","1","0","0","0","0","4","0","0","0","0","0","1","3","0","0","1","0","0","0","0","0","1"
"05s08","Valentino Livramento","NEW","D","WCBFC","64.75","10.79","82%","-15.8%","Sep 28","ARS","L 1-2","6.75","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1"
"05s08","Valentino Livramento","NEW","D","WCBFC","64.75","10.79","82%","-15.8%","Sep 21","BOU","T 0-0","10.25","90","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","1"
